#RA,DEC,gaia_source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmtot,ruwe,Gmag,RPmag,rmag_jplus,zmag_jplus,method,Teff,reported_UCD,sp_type_simbad,ph_type_ahmed,sp_type_panstarrs,ph_type_reyle,sp_type_smart,sp_type_zhang2009,sp_type_zhang2010,sp_type_schmidt,ph_type_skrzypek
350.29065,31.615705,1.91009908756447E+018,9.7343,0.6382,74.966,0.721,-46.914,0.533,88.436,1.076,20.32277,18.801483,,18.327726,par+pm,2500,1,,,,M8,,,,,
330.61035,15.529553,1.76878270633868E+018,,,,,,,,,21.007458,19.721704,21.992,19.384,diag,2900,0,,,,,,,,,
30.150614,13.838073,7.7733685378097E+016,6.3994,0.8919,-6.132,1.096,-18.182,0.978,19.188,1.075,20.25673,18.822983,,18.551418,par+pm,2800,1,,M7.5,,,,,,,
349.49588,31.336546,1.90970102999746E+018,2.5236,1.7125,-20.597,1.711,-5.952,2.404,21.44,1.232,20.903831,19.434267,22.295,19.331,diag,2800,0,,,,,,,,,
32.221092,6.7867355,,,,,,,,,,,,22.612,19.998,diag,2900,0,,,,,,,,,
32.220768,6.75118,2.52100138877203E+018,8.9448,0.3496,-18.851,0.322,7.39,0.273,20.248,1.058,19.14386,17.709742,20.814,17.484,all,2900,1,,M7,,,,,,,
32.23003,6.670449,2.52097665405524E+018,,,,,,,,,20.88153,19.882097,22.001,19.649,diag,2800,0,,,,,,,,,
32.818306,0.5168321,2.50728374855971E+018,4.4668,0.7137,27.331,0.825,-1.71,0.811,27.384,1.042,20.346518,18.901808,,18.7653,par,2800,1,,M7,,,,,,,
3.6064496,32.627384,2.86347517464774E+018,5.925,0.5884,-32.895,0.646,-21.038,0.613,39.047,1.038,20.230885,18.804878,,18.544426,par+pm,2900,0,,,,,,,,,
331.1162,16.226883,1.77483788866999E+018,3.8195,0.9318,-14.823,0.779,-10.882,0.929,18.388,1.111,20.361435,18.960669,,18.950888,pm,2900,0,,,,,,,,,
332.03595,17.82965,1.7762227922846E+018,5.7922,0.6297,91.401,0.95,6.16,0.912,91.609,1.019,20.233126,18.822075,22.201,18.528,all,2800,0,,,,,,,,,
32.2356,6.239407,2.52090996180328E+018,,,,,,,,,20.79758,19.49246,21.771,19.324,diag,2900,0,,,,,,,,,
32.01361,7.380774,2.52123977663679E+018,6.2494,0.6095,82.114,0.971,-33.771,0.537,88.787,1.055,19.957748,18.504065,21.803,18.306,all,2800,1,,M7.5,,,,,,,
7.4428735,31.996805,2.86264305050446E+018,3.0438,0.9281,-20.172,1.389,-10.764,0.951,22.864,1.093,20.478622,18.93788,22.063,18.811,pm+diag,2800,0,,,,,,,,,
3.9094875,32.55166,2.86348115324511E+018,3.851,1.8821,22.537,2.021,-23.502,2.102,32.562,0.938,20.889875,19.3422,,19.198223,pm,2900,0,,,,,,,,,
32.726055,0.71876466,2.50730181748862E+018,3.2873,1.2305,32.844,1.268,-22.918,1.324,40.049,1.085,20.822018,19.360647,,19.35565,pm,2900,1,,M7,,,,,,,
345.85574,29.828186,1.88531588931517E+018,4.4821,1.398,105.901,0.913,-8.588,1.511,106.249,1.054,20.726006,19.303308,,19.187021,pm,2800,0,,,,,,,,,
32.051357,6.9382176,2.5212071348867E+018,5.3031,0.5734,7.51,0.589,-21.648,0.497,22.914,0.988,20.104597,18.712793,21.294,18.507,all,2900,0,,,,,,,,,
6.3940887,32.143845,2.86269489934992E+018,8.6385,1.18,110.197,1.717,-43.655,1.069,118.529,1.111,20.725708,19.1499,,18.79385,par+pm,2500,0,,,,,,,,,
31.836546,7.8730025,2.52140759389422E+018,5.7952,0.6863,20.04,0.813,66.402,0.751,69.36,1.001,20.24248,18.790323,,18.617607,par+pm,2800,0,,,,,,,,,
6.807856,32.05189,2.86268463008235E+018,,,,,,,,,21.087915,19.669624,21.964,19.51,diag,2900,0,,,,,,,,,
31.805746,7.931388,2.56944724548172E+018,7.9707,0.4374,-25.057,0.455,-26.095,0.408,36.177,1.013,19.818308,18.331823,,18.088406,par+pm,2800,1,,M7.5,,,,,,,
31.956738,7.2029285,2.52122733841226E+018,3.7665,1.3515,-16.975,1.713,-40.396,1.309,43.818,1.025,20.66087,19.26593,22.152,18.946,pm+diag,2900,1,,M7.5,,,,,,,
349.74097,31.187714,1.9097068024313E+018,4.7635,0.9935,36.789,0.898,-29.998,1.02,47.469,1.133,20.653366,19.215597,,18.89815,pm,2800,0,,,,,,,,,
7.3361673,31.911032,2.86264074840198E+018,6.9986,0.6664,-29.036,0.795,-20.687,0.553,35.652,1.053,20.015877,18.567942,22.223,18.235,all,2800,0,,,,,,,,,
331.85193,17.117802,1.776112291366E+018,9.6223,0.9,82.273,1.123,6.806,1.094,82.554,1.173,20.356537,18.756037,,18.46101,par+pm,2600,0,,,,,,,,,
349.61237,31.02479,1.90968086512327E+018,6.487,0.4965,61.998,0.54,-63.998,0.468,89.104,1.003,20.21875,18.70198,,18.395868,par+pm,2800,0,,,,,,,,,
350.45782,31.242355,2.87083911941554E+018,7.2839,0.7383,90.763,0.653,33.341,0.736,96.693,1.25,20.225414,18.652246,,18.301373,par+pm,2600,0,,,,,,,,,
32.026726,5.958161,2.51939133008658E+018,8.493,0.2816,-25.737,0.294,-14.865,0.238,29.721,0.988,19.08503,17.636393,20.901,17.776,all,2900,1,,M7,,,,,,,
331.69208,16.712294,,,,,,,,,,,,22.219,19.803,diag,2800,0,,,,,,,,,
349.49716,30.938572,1.90967422939932E+018,10.1894,0.3818,51.717,0.41,-97.436,0.32,110.311,1.052,19.745903,18.241499,21.51,17.903,all,2700,1,,,,M7.5,,,,,
350.55136,31.231997,2.87083736706888E+018,4.5078,0.7154,11.979,0.613,-10.683,0.645,16.051,1.201,20.285152,18.79137,21.935,18.469,all,2900,0,,,,,,,,,
332.64725,18.257048,1.77630704665773E+018,7.4284,0.2627,22.157,0.328,-16.252,0.264,27.479,1.039,18.911001,17.511797,20.652,17.319,all,2900,0,,,,,,,,,
3.4725397,32.31869,2.86345263465896E+018,5.0252,0.6801,-11.755,0.864,1.186,0.621,11.815,1.125,20.085358,18.52761,21.613,18.341,par+diag,2900,0,,,,,,,,,
32.05983,5.3518944,2.51858129496077E+018,2.0652,0.8613,102.277,1.003,-84.126,0.896,132.43,1.093,20.370016,18.967243,,19.2625,pm,2900,0,,,,,,,,,
331.02902,15.310909,1.77471793882212E+018,8.5337,0.3326,-40.645,0.375,-4.575,0.329,40.902,0.943,19.284264,17.849787,,17.601627,par+pm,2800,0,,,,,,,,,
32.444866,0.30994257,2.50725323281708E+018,4.1026,0.3775,-23.375,0.456,-37.444,0.317,44.141,1.003,19.479406,18.100855,21.102,17.959,all,2900,1,,M7,,,,,,,
3.717045,32.254814,2.86326599685572E+018,19.0415,0.1332,-6.062,0.149,-117.463,0.118,117.619,1.02,17.717005,16.271753,19.689,16.088,all,2900,1,,,,M7,,,,,
32.05593,4.4450493,2.51820302860039E+018,4.2553,0.4244,19.769,0.472,1.915,0.46,19.861,1.064,19.865362,18.387213,21.73,18.593,par+diag,2900,0,,,,,,,,,
332.18857,17.176174,1.77536716607854E+018,6.2233,0.6861,4.396,0.744,2.467,0.719,5.041,1.144,19.698166,18.215532,21.333,17.875,par+diag,2900,0,,,,,,,,,
32.30182,1.1760986,2.50812954358509E+018,11.2532,0.5666,21.041,0.54,-17.721,0.513,27.509,1.124,19.337973,17.689814,,17.358578,par+pm,2500,1,M9V,,,,,,,,
331.3363,15.593085,1.77475281395675E+018,7.5161,0.4415,22.814,0.538,-19.247,0.465,29.848,1.011,19.774591,18.344816,21.478,18.172,all,2900,0,,,,,,,,,
32.271755,1.1229347,2.50737833662603E+018,4.0143,0.971,32.66,1.181,-51.628,1.118,61.091,1.089,20.522163,19.051441,21.578,19.011,pm+diag,2900,1,,M7,,,,,,,
32.27595,0.2600509,2.50725835241869E+018,,,,,,,,,20.384962,18.916145,21.84,18.796,diag,2900,1,M7,M7,,,,,,,
349.7605,30.76687,2.87043903462171E+018,10.5518,0.1767,76.091,0.176,23.267,0.16,79.569,0.945,18.562656,17.11528,20.228,16.889,all,2900,0,,,,,,,,,
350.29233,30.921154,2.87045652372889E+018,3.8298,0.8817,-20.984,0.804,-40.122,0.689,45.278,1.078,20.31948,18.911398,,18.482458,pm,2800,0,,,,,,,,,
345.86996,29.303871,1.88526084501617E+018,5.8829,2.0496,78.126,2.419,23.378,2.358,81.549,2.302,21.08401,19.647457,,19.388521,pm,2900,0,,,,,,,,,
349.52502,30.680357,2.87043467093473E+018,5.9257,0.5317,2.519,0.534,-42.798,0.486,42.872,1.141,19.977598,18.550081,21.306,18.3,par+diag,2900,0,,,,,,,,,
332.29602,17.214834,1.77539049634221E+018,8.2834,0.5183,39.254,0.609,-46.843,0.551,61.116,1.128,19.722687,18.224037,22.245,17.865,all,2700,0,,,,,,,,,
31.693995,6.160907,2.5194515240551E+018,2.7751,1.6107,30.81,2.325,-43.664,1.872,53.439,1.269,20.640373,19.274906,,19.185581,pm,2800,1,,M7.5,,,,,,,
330.92957,14.521156,,,,,,,,,,,,21.968,19.479,diag,2900,0,,,,,,,,,
345.91272,29.267181,1.88521356601419E+018,11.3958,0.3341,73.643,0.294,25.569,0.33,77.956,1.093,19.374147,17.835571,,17.625494,par+pm,2500,1,,,,M7.5,,,,,
32.18303,1.1845446,2.50813033385867E+018,10.3342,0.2499,65.495,0.305,12.183,0.206,66.618,0.965,18.868135,17.396008,20.444,17.205,all,2900,1,M7V,M7,,,,,,,
14.669476,28.95099,3.11014937139708E+017,5.7524,1.1207,-1.563,1.046,-61.594,0.925,61.613,1.102,20.680344,19.288403,,19.178352,par,2900,0,,,,,,,,,
31.55284,6.4962554,2.51948028315461E+018,9.8084,0.4928,58.339,0.72,-88.359,0.526,105.881,1.102,19.67366,18.19359,,18.178955,par+pm,2800,1,,M8,,,,,,,
350.31778,30.773357,,,,,,,,,,,,22.126,19.912,diag,2900,0,,,,,,,,,
14.604959,28.91899,3.1101404378652E+017,5.4114,1.3059,-23.181,1.04,-34.989,0.881,41.971,1.063,20.693014,19.27493,,19.266445,pm,2800,0,,,,,,,,,
332.82764,17.801373,1.7755067009783E+018,1.4911,0.8927,-14.149,0.705,-33.372,0.764,36.247,1.046,20.218964,19.128206,21.513,18.772,diag,2900,0,,,,,,,,,
14.875092,28.784386,3.10997688554649E+017,6.7958,0.4752,52.538,0.435,8.394,0.356,53.205,1.031,19.667496,18.22295,,18.267908,par+pm,2900,0,,,,,,,,,
332.63388,17.466082,,,,,,,,,,,,22.405,20.022,diag,2800,0,,,,,,,,,
14.798009,28.810795,3.10998341386076E+017,12.7206,0.5819,61.372,0.477,-143.391,0.397,155.973,1.103,19.677362,18.133356,,18.038311,par+pm,2600,0,,,,,,,,,
31.567345,5.961184,2.51942359388083E+018,6.2724,0.4747,34.179,0.372,-15.851,0.333,37.676,0.986,19.46,18.035938,20.93,18.136,all,2900,1,,M7,,,,,,,
350.67618,30.820694,2.87039361104794E+018,7.1005,1.1471,-0.156,1.251,6.886,1.109,6.888,1.02,20.688534,19.22798,21.928,18.877,par+diag,2800,0,,,,,,,,,
332.20178,16.653292,1.77495780415679E+018,6.1582,0.7601,6.906,0.709,-7.797,0.996,10.416,1.02,20.44645,18.960787,,18.66973,par+pm,2900,0,,,,,,,,,
31.395414,6.707713,2.51968726622009E+018,5.8376,0.6399,23.155,0.86,1.958,0.498,23.238,1.063,19.890047,18.46346,21.295,18.572,par+diag,2900,1,,M7.5,,,,,,,
350.62857,30.74977,2.87039282077395E+018,6.5649,0.6305,41.185,0.591,2.119,0.505,41.24,1.104,20.116432,18.645164,21.829,18.361,par+diag,2800,0,,,,,,,,,
350.7215,30.75514,2.8703922753139E+018,5.8093,0.828,49.985,0.82,29.527,0.727,58.055,1.083,20.342606,18.91806,,18.593014,par+pm,2800,0,,,,,,,,,
331.06607,14.253812,1.76839152071536E+018,3.2935,0.8248,-6.326,0.968,-18.574,1.362,19.622,1.017,20.471844,19.006021,,18.77856,pm,2900,0,,,,,,,,,
332.81268,17.428102,1.77547949235898E+018,3.7473,0.4209,-18.867,0.497,-37.321,0.684,41.818,1.051,19.646748,18.220812,21.06,18.002,all,2900,0,,,,,,,,,
330.85605,13.584171,2.72902905746659E+018,6.8277,0.7968,15.663,0.774,14.855,0.706,21.587,1.323,19.90691,18.299477,,18.035995,par+pm,2700,0,,,,,,,,,
331.04913,14.00569,1.76837214182292E+018,3.2917,1.2854,-5.74,1.946,-35.127,1.869,35.593,0.942,20.744772,19.196312,21.83,19.199,diag,2900,0,,,,,,,,,
350.72656,30.645601,2.87038612062453E+018,4.0805,0.6143,13.982,0.68,-8.692,0.461,16.463,1.005,20.204664,18.849104,21.434,18.721,all,2900,0,,,,,,,,,
332.26672,16.30567,1.77488994367268E+018,5.872,0.7638,46.031,0.992,19.75,0.761,50.089,1.137,19.982521,18.512299,21.869,18.306,all,2900,0,,,,,,,,,
332.92886,17.410324,1.77547594901534E+018,6.9976,0.3525,8.792,0.397,-13.226,0.392,15.882,1.024,19.415707,17.976229,,17.64791,par+pm,2700,0,,,,,,,,,
332.25323,16.243214,1.77488307172501E+018,4.9819,0.5753,-31.536,0.63,-38.523,0.572,49.785,0.997,19.910088,18.49506,,18.135475,par+pm,2800,0,,,,,,,,,
14.888664,28.448952,3.10918351915152E+017,6.9207,0.8208,2.717,0.914,-31.319,0.682,31.437,1.108,20.095442,18.66134,21.566,18.672,par+diag,2900,0,,,,,,,,,
331.87674,15.52442,1.77455226045883E+018,3.2974,0.7511,11.508,0.81,-19.314,0.932,22.483,1.025,20.416986,19.053274,,18.7462,pm,2900,0,,,,,,,,,
341.28983,26.203903,1.87769538038226E+018,5.8658,0.7228,8.235,0.874,-27.555,0.746,28.759,1.063,20.332039,18.945736,21.541,18.485,all,2800,0,,,,,,,,,
31.299313,5.894685,2.51941926025955E+018,3.9493,1.2339,-18.878,1.361,-11.3,1.475,22.002,0.894,20.64014,19.23676,,19.254528,pm,2900,1,,M7,,,,,,,
30.885996,7.5526953,2.56933138444352E+018,4.1638,1.0544,70.672,0.909,-22.233,0.798,74.087,1.059,20.434067,18.98699,,18.73035,pm,2900,1,,M7,,,,,,,
31.198854,5.664356,2.51931810518915E+018,14.2323,0.1188,28.981,0.159,-46.656,0.104,54.925,0.841,17.650318,16.22544,19.284,16.363,all,2900,0,,,,,,,,,
350.92987,30.416933,2.87019222862134E+018,4.6895,0.9368,48.117,0.87,-40.854,0.788,63.121,1.164,20.592737,19.127861,21.9,18.82,all,2800,0,,,,,,,,,
14.906674,28.185669,3.10899041746396E+017,5.997,0.433,13.955,0.564,-3.448,0.356,14.375,1.077,19.579037,18.140364,21.406,18.091,all,2800,0,,,,,,,,,
29.357708,12.23036,2.57481035396436E+018,2.7323,0.8874,28.99,1.151,-105.019,1.104,108.947,1.14,20.360424,19.038137,,,pm,2800,0,,,,,,,,,
14.333409,28.43095,3.10964290886342E+017,5.4262,1.0513,55.171,1.107,-2.043,0.981,55.209,1.212,20.63889,19.224287,,19.245132,par,2800,0,,,,,,,,,
331.5153,14.107422,2.72914570877869E+018,2.7008,1.2754,2.951,1.098,-0.211,1.114,2.959,1.001,20.627773,19.257557,21.94,18.991,diag,2900,0,,,,,,,,,
331.14093,13.236819,2.72898195026624E+018,5.2017,0.8682,35.181,0.563,-62.917,0.541,72.085,1.074,20.117605,18.71279,21.557,18.485,all,2900,0,,,,,,,,,
331.42715,13.883852,2.72913251463915E+018,6.7487,0.7502,23.533,0.804,-30.045,0.857,38.164,1.057,20.377396,18.859724,,18.608858,par+pm,2800,0,,,,,,,,,
332.95572,16.80513,1.77530147025996E+018,3.7828,0.9222,-18.799,1.132,-5.359,1.053,19.548,1.052,20.336588,18.865427,,18.620644,pm,2900,0,,,,,,,,,
332.0717,15.171756,1.77447852016593E+018,2.5978,1.4426,-25.77,1.436,-36.597,1.192,44.76,1.195,20.593176,18.967844,,18.76647,pm,2700,0,,,,,,,,,
330.18335,10.509191,2.72579182035695E+018,9.8368,0.5096,-24.39,0.462,-32.434,0.479,40.581,1.142,19.583076,18.015114,21.23,17.781,all,2700,0,,,,,,,,,
330.78522,12.067694,2.72829331238921E+018,6.1826,0.6723,-18.063,0.693,-22.305,0.816,28.702,1.087,20.019278,18.637466,21.37,18.375,all,2900,0,,,,,,,,,
30.8683,5.9780545,2.51952959367439E+018,9.4984,0.4039,-27.085,0.642,-51.588,0.489,58.266,1.062,19.433634,17.98045,21.377,18.033,all,2800,1,,M7.5,,,,,,,
25.501703,18.907646,9.50580029018959E+016,7.459,0.4259,66.275,0.49,-58.64,0.351,88.493,1.021,19.475666,18.004097,21.3,17.963,all,2800,0,,,,,,,,,
330.53778,11.255358,2.72808529853359E+018,8.0683,0.4918,11.423,0.418,4.763,0.474,12.376,1.002,19.560583,18.15115,21.072,17.897,all,2900,1,,,,M7,,,,,
341.11972,25.476286,1.87758281788052E+018,,,,,,,,,20.863216,19.483383,21.648,19.197,diag,2900,0,,,,,,,,,
331.10663,12.627892,2.7285246951621E+018,8.197,0.3241,3.308,0.395,1.241,0.347,3.533,0.972,19.175898,17.71713,21.05,17.404,par+diag,2800,1,M8V,,,,,,,,
330.6109,11.232012,2.72807286030845E+018,8.2992,1.3036,141.149,1.327,-98.163,1.523,171.927,1.19,20.587412,19.003418,,18.767422,par+pm,2500,1,M9V,,,,,,,,
330.3555,10.470064,2.72578865926091E+018,13.0831,0.5832,-25.581,0.566,-37.575,0.627,45.456,3.026,17.876701,16.103582,19.231,15.973,all,2900,0,,,,,,,,,
331.2214,12.790455,2.72890340819812E+018,5.2381,0.8183,144.147,0.775,-29.725,0.92,147.18,0.922,20.15429,18.730919,,18.363417,par+pm,2800,0,,,,,,,,,
332.40344,15.311516,1.77457709825661E+018,4.9768,0.7684,-20.062,1.129,-23.499,1.003,30.898,1.054,20.266262,18.922846,,18.463995,par+pm,2900,0,,,,,,,,,
30.711342,6.1415157,2.51954725028469E+018,6.8239,0.2989,10.86,0.422,-10.409,0.268,15.043,0.958,19.084549,17.646858,20.748,17.541,all,2900,0,,,,,,,,,
340.7837,25.132273,1.87747651314351E+018,2.4569,1.595,8.063,1.338,7.836,1.998,11.243,1.149,20.6927,19.260265,21.634,19.138,diag,2800,0,,,,,,,,,
332.82,16.044374,1.77467746734618E+018,10.4303,0.311,-11.994,0.377,-9.169,0.344,15.097,0.964,19.244808,17.770267,21.241,17.448,all,2800,1,,,,M7,,,,,
341.19223,25.398668,1.87683071756615E+018,2.1016,1.2348,-9.901,1.642,-31.621,1.249,33.135,1.025,20.57806,19.218218,,18.745483,pm,2700,0,,,,,,,,,
330.76526,11.471552,2.72811821516311E+018,6.9664,0.561,-31.209,0.571,-23.188,0.578,38.881,1.195,19.879345,18.394968,21.558,18.223,all,2800,0,,,,,,,,,
341.5889,25.666565,1.87686469934728E+018,15.5814,0.2474,49.862,0.282,12.589,0.27,51.427,1.324,18.052134,16.467743,19.8,16.18,all,2800,0,,,,,,,,,
333.28055,16.773848,1.77511520611802E+018,3.4436,0.5723,-0.816,0.611,-36.312,0.481,36.321,1.065,19.74714,18.366753,21.252,18.085,par+diag,2900,0,,,,,,,,,
331.37494,12.955067,2.72891237179605E+018,6.4635,0.6366,-20.083,0.629,-39.094,0.695,43.951,1.015,20.162983,18.716602,,18.419022,par+pm,2800,0,,,,,,,,,
341.6119,25.633066,1.87686146953186E+018,7.5441,0.28,52.634,0.327,7.933,0.294,53.229,1.059,19.19223,17.77011,20.643,17.503,all,2900,0,,,,,,,,,
332.79126,15.812978,1.77461939509283E+018,7.3551,0.5241,26.701,0.418,-20.978,0.417,33.956,0.947,19.619371,18.209732,21.612,17.933,all,2900,0,,,,,,,,,
332.9563,16.100218,1.77505243087639E+018,3.1408,1.5667,-12.866,1.777,-24.964,1.751,28.085,1.097,20.514868,19.089033,,18.832378,pm,2900,0,,,,,,,,,
30.845299,4.6246004,2.51807125900367E+018,4.1913,1.1022,18.299,2.016,-39.317,1.33,43.367,1.1,20.644772,19.09499,,19.338362,pm,2700,1,,M7.5,,,,,,,
330.33185,9.926431,2.7256843430948E+018,10.9519,0.2207,43.464,0.246,3.876,0.251,43.637,0.926,18.732088,17.258024,20.369,17.191,all,2900,0,,,,,,,,,
333.4596,16.910915,1.77521165390411E+018,5.6614,1.4596,-61.88,2.416,-56.1,1.873,83.525,1.203,20.535456,19.096199,,18.843866,pm,2800,0,,,,,,,,,
341.02356,25.141926,1.87673224255602E+018,6.5273,0.6733,15.082,0.865,-30.063,0.845,33.634,1.093,20.050035,18.593767,,18.283525,par+pm,2900,0,,,,,,,,,
30.550602,6.1430497,2.51954948366852E+018,,,,,,,,,20.545513,19.14933,21.818,18.994,diag,2900,1,,M7,,,,,,,
28.877314,12.070841,2.57475771484531E+018,7.0796,0.5115,21.063,0.59,30.297,0.609,36.899,1.069,19.936289,18.424181,,18.698103,par+pm,2900,0,,,,,,,,,
341.1949,25.231897,1.87682412049624E+018,13.4764,0.6565,-89.663,0.808,-161.153,0.793,184.417,1.021,20.187943,18.740383,,18.264889,par+pm,2500,1,,,,M9,,,,,
332.12955,14.332882,2.73516876475694E+018,9.6955,0.9681,7.538,1.225,2.971,1.352,8.103,1.095,20.383436,18.886604,,18.559862,par,2700,0,,,,,,,,,
330.64648,10.645125,2.72578605221547E+018,4.8319,0.3506,30.015,0.496,3,0.474,30.165,0.893,19.659306,18.197878,,18.05513,par+pm,2800,0,,,,,,,,,
340.99973,25.031204,1.87672688243797E+018,,,,,,,,,20.86417,19.655453,21.872,19.273,diag,2900,0,,,,,,,,,
14.70686,27.615295,3.07778357159127E+017,4.7428,1.0841,-13.735,1.341,-13.173,0.95,19.031,1.111,20.624727,19.162903,,19.180546,pm,2800,0,,,,,,,,,
331.12357,11.8284025,2.72822421495598E+018,11.8809,0.1937,11.917,0.223,-47.939,0.244,49.398,0.887,18.412464,16.95693,20.014,16.786,all,2900,0,,,,,,,,,
14.279901,27.81223,3.10789571616596E+017,8.0936,2.073,18.375,1.319,-37.837,1.536,42.063,1.103,20.775288,19.288767,,19.019531,pm,2600,0,,,,,,,,,
341.24255,25.128307,1.87681068584116E+018,2.6819,0.9255,16.014,1.374,-14.254,1.126,21.439,1.072,20.71215,19.247015,,19.073708,pm,2900,0,,,,,,,,,
331.7997,13.39256,2.72904586367341E+018,6.7843,0.5335,54.518,0.585,-98.338,0.67,112.44,0.996,20.006323,18.560259,21.398,18.369,all,2900,0,,,,,,,,,
342.25067,25.807404,1.88286538713491E+018,6.6699,0.6906,20.02,0.741,4.121,0.739,20.44,1.015,20.120077,18.687717,21.685,18.486,all,2900,0,,,,,,,,,
330.4115,9.519314,2.72538067172821E+018,,,,,,,,,20.728355,19.283157,21.821,19.145,diag,2900,0,,,,,,,,,
14.338591,27.71453,3.10787991068079E+017,6.1893,1.0365,-20.38,0.953,-126.054,0.728,127.691,0.94,20.697418,19.194702,,19.21986,par+pm,2800,0,,,,,,,,,
330.46533,9.605521,2.72566293697831E+018,3.2591,1.0172,9.017,1.115,-10.336,1.002,13.716,1.158,20.552029,19.068144,,18.836422,pm,2800,0,,,,,,,,,
25.238426,18.442318,9.50058448192696E+016,6.3614,0.6052,53.477,0.734,-3.544,0.754,53.594,0.986,20.308447,18.853008,22.018,18.705,par+diag,2800,0,,,,,,,,,
332.41412,14.499118,2.73517814496982E+018,9.1573,0.4099,37.952,0.443,21.475,0.461,43.607,0.996,19.941458,18.448177,,18.16998,par+pm,2700,0,,,,,,,,,
330.5675,9.840763,2.72567616547759E+018,7.3661,0.4502,4.049,0.547,-0.162,0.48,4.052,1.047,19.823841,18.344374,,18.167559,par,2800,1,,,,M7,,,,,
331.77176,13.077326,2.72875524471263E+018,13.6848,0.5907,52.049,0.521,-36.278,0.659,63.444,1.055,19.66484,18.072657,21.75,17.781,all,2600,1,M8,,,M8,,,,,
331.9195,13.360263,2.72904170185106E+018,5.6844,1.0589,68.146,1.162,13.087,1.711,69.392,1.152,20.39263,18.967062,21.72,18.741,all,2900,0,,,,,,,,,
330.81485,10.41662,2.72573162209812E+018,5.3621,0.6805,46.771,0.695,24.599,0.673,52.845,0.979,20.391726,18.836752,,18.795795,par+pm,2800,0,,,,,,,,,
30.488653,4.2578373,2.51802968371977E+018,5.5934,0.5954,-52.917,0.536,-35.613,0.567,63.784,1.113,19.79315,18.387669,21.492,18.197,all,2900,1,,M7,,,,,,,
30.021303,7.016183,2.56782862692766E+018,3.3182,1.4208,-7.037,1.346,-21.505,1.182,22.627,0.9,20.644499,19.232704,,18.994364,pm,2900,1,,M7,,,,,,,
331.17313,11.094191,2.72732536419992E+018,4.6232,0.9338,-5.069,0.606,-46.343,0.693,46.619,1.014,20.190863,18.849403,,18.575836,pm,2900,0,,,,,,,,,
28.43357,12.1313715,2.57474998819855E+018,3.6007,1.2636,-40.396,1.118,-59.369,1.452,71.809,1.064,20.591751,18.9683,,19.313087,pm,2900,0,,,,,,,,,
330.87897,10.214414,,,,,,,,,,,,21.978,19.759,diag,2700,0,,,,,,,,,
333.80313,16.629227,1.77514166311659E+018,10.2946,0.4577,25.754,0.569,-6.237,0.417,26.498,1.141,19.500978,17.997248,,17.770426,par+pm,2800,0,,,,,,,,,
28.396519,12.196769,2.5747544506695E+018,8.3177,1.1842,63.041,1.28,-92.384,1.121,111.843,1.278,20.619654,19.063782,,19.26899,par+pm,2500,0,,,,,,,,,
332.51077,14.21046,2.73511402969372E+018,5.5321,1.1535,-62.793,1.362,-74.411,1.299,97.365,1.222,20.663328,19.164343,,18.993294,pm,2900,0,,,,,,,,,
332.8796,14.923207,2.73530847145274E+018,10.9734,0.6448,130.917,0.732,-91.927,0.605,159.968,1,19.99451,18.458319,,18.167564,par+pm,2600,0,,,,,,,,,
25.12488,18.208872,9.49061672183991E+016,2.804,0.8588,-11.014,1.058,-19.828,1.104,22.681,1.137,20.474817,18.965843,,18.97741,pm,2800,0,,,,,,,,,
29.925508,7.056526,2.5678296577186E+018,5.1554,0.3725,69.282,0.39,-60.571,0.323,92.027,1.084,19.290756,17.901724,,17.725483,par+pm,2900,0,,,,,,,,,
332.5708,14.285082,2.73512069548264E+018,7.8603,0.4227,-30.19,0.562,-100.187,0.481,104.637,1.138,19.606573,18.136703,,17.924538,par+pm,2800,0,,,,,,,,,
334.39575,17.475193,1.77674464799043E+018,9.9794,0.5999,38.429,0.686,-12.536,0.621,40.422,1.047,20.069813,18.553682,,,par+pm,2600,0,,,,,,,,,
331.88745,12.748777,2.72872583277611E+018,7.5984,0.8224,11.938,0.766,35.268,0.892,37.234,1.042,20.428057,19.038063,,18.643587,par+pm,2800,0,,,,,,,,,
341.99652,25.227152,1.87678941716063E+018,3.2958,2.0869,-12.112,1.958,-25.46,1.916,28.195,1.166,20.84363,19.384491,,19.035767,pm,2900,0,,,,,,,,,
28.290058,12.2406025,2.57550531832704E+018,7.217,0.4141,-13.784,0.473,-12.293,0.457,18.469,1.061,19.727167,18.289291,21.067,18.408,all,2900,0,,,,,,,,,
330.88025,9.897291,2.72551031102052E+018,5.935,0.417,-8.068,0.413,-19.506,0.421,21.108,1.042,19.491905,18.092455,21.027,17.928,all,2900,0,,,,,,,,,
332.72754,14.457229,2.73515010741808E+018,6.6511,0.3086,-1.266,0.304,0.653,0.287,1.425,1.08,19.122362,17.621775,21.019,17.49,par+diag,2900,0,,,,,,,,,
330.9863,10.14104,2.72570863543035E+018,6.5407,0.4765,-0.815,0.419,-2.255,0.456,2.398,0.986,19.644176,18.235777,21.798,18.086,par+diag,2900,0,,,,,,,,,
342.84192,25.70398,,,,,,,,,,,,21.751,19.411,diag,2700,0,,,,,,,,,
